sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;groundSteering; groundSteering-calculated
1584543637;408831;1352;895697;1584543637;408831;0.08997314; 0.27982744320916114;
1584543637;509479;1352;996282;1584543637;509479;0.08997314; 0.2430967368728944;
1584543637;609993;1353;96785;1584543637;609993;0.06298564; 0.22061616127285683;
1584543637;710492;1353;197280;1584543637;710492;0.06298564; 0.19678442016412273;
1584543637;810916;1353;297817;1584543637;810916;0.06298564; 0.1792454566918958;
1584543637;911500;1353;398291;1584543637;911500;0.06298564; -0.008385299733349838;
1584543638;11972;1353;498771;1584543638;11972;0.01500292; 0.2791714571288029;
1584543638;112481;1353;599274;1584543638;112481;-0; 0.24778933754521776;
1584543638;212961;1353;699759;1584543638;212961;-0.0269875; 0.27432988747828574;
1584543638;313476;1353;800276;1584543638;313476;-0.1229529; 0.2249720423547948;
1584543638;414040;1353;900843;1584543638;414040;-0.1229529; 0.2800432362324862;
1584543638;514530;1354;1327;1584543638;514530;-0.1259535; -0.017361768972966762;
1584543638;614973;1354;101775;1584543638;614973;-0.1289541; -0.007587423154773343;
1584543638;715470;1354;202269;1584543638;715470;-0.0839631; -0.026160324528860968;
1584543638;816017;1354;302822;1584543638;816017;-0.08096252; 0.18351114311951755;
1584543638;916519;1354;403313;1584543638;916519;-0.01798575; -0.017594320991840995;
1584543639;17102;1354;504072;1584543639;17102;-0.02098634; 0.17021193908523374;
1584543639;117775;1354;604564;1584543639;117775;-0.03898096; 0.1758740646272789;
1584543639;218200;1354;704984;1584543639;218200;-0.03297979; 0.18346767885906623;
1584543639;318626;1354;805411;1584543639;318626;-0.01798575; 0.24626903306539089;
1584543639;419105;1354;905892;1584543639;419105;-0.03598038; 0.2686558409688295;
1584543639;519565;1355;6359;1584543639;519565;-0; 0.2872285163073854;
1584543639;620395;1355;107303;1584543639;620395;-0; -0.06298653040303057;
1584543639;721145;1355;207984;1584543639;721145;0.0239958; -0.04386586379735663;
1584543639;821710;1355;308536;1584543639;821710;0.06298564; 0.27131936558874786;
1584543639;922223;1355;409034;1584543639;922223;0.05998505; 0.2727260227046106;
1584543640;22706;1355;509499;1584543640;22706;0.05698447; -0.044986565361593234;
1584543640;123171;1355;609990;1584543640;123171;0.0509833; -0.007964427094811155;
1584543640;223860;1355;710677;1584543640;223860;0.02999697; 0.21616720867284583;
1584543640;324513;1355;811311;1584543640;324513;0.02099521; -0.017387420130072218;
1584543640;425273;1355;912157;1584543640;425273;0.03298867; 0.20371456677032768;
1584543640;525875;1356;12666;1584543640;525875;0.05998505; 0.15563453161094293;
1584543640;626334;1356;113133;1584543640;626334;0.05998505; 0.2777084627181032;
1584543640;726798;1356;213594;1584543640;726798;0.09597431; 0.2422363296757259;
1584543640;827301;1356;314114;1584543640;827301;0.1049672; 0.2880349907990393;
1584543640;927819;1356;414650;1584543640;927819;0.1049672; 0.2627543588326752;
1584543641;28334;1356;515135;1584543641;28334;0.1049672; 0.24125771804682922;
1584543641;128823;1356;615625;1584543641;128823;0.09297372; 0.28463898093227563;
1584543641;229610;1356;716511;1584543641;229610;0.07197852; 0.2685028710439366;
1584543641;330443;1356;817237;1584543641;330443;0.05998505; -0.014646735824509538;
1584543641;431110;1356;917939;1584543641;431110;0.05998505; -0.002724847763642624;
1584543641;531718;1357;18511;1584543641;531718;0.05998505; 0.2728381126057548;
1584543641;632308;1357;119103;1584543641;632308;0.05998505; -0.010764721049525638;
1584543641;732866;1357;219675;1584543641;732866;0.05998505; -0.004902521874089294;
1584543641;833432;1357;320238;1584543641;833432;0.05998505; 0.14330750051995306;
1584543641;934091;1357;420884;1584543641;934091;0.08097139; 0.28799854532744956;
1584543642;34746;1357;521542;1584543642;34746;0.08397198; 0.2722472381770252;
1584543642;135377;1357;622188;1584543642;135377;0.08097139; -0.007824870373474846;
1584543642;236098;1357;722896;1584543642;236098;0.0749791; -0.0003863123448512584;
1584543642;336634;1357;823438;1584543642;336634;0.0749791; 0.28939459199928314;
1584543642;437118;1357;923912;1584543642;437118;0.07797969; 0.26251426026060715;
1584543642;538111;1358;24906;1584543642;538111;0.07797969; 0.2601007065208804;
1584543642;638814;1358;125606;1584543642;638814;0.07797969; -0.030948911416440683;
1584543642;739432;1358;226231;1584543642;739432;0.07797969; 0.2971949061543168;
1584543642;840110;1358;326902;1584543642;840110;0.07797969; 0.2676535079726838;
1584543642;940697;1358;427483;1584543642;940697;0.07797969; 0.2665382365413623;
1584543643;41367;1358;528166;1584543643;41367;0.07797969; 0.24869976183075698;
1584543643;142165;1358;628988;1584543643;142165;0.07797969; 0.2876237939604274;
1584543643;242811;1358;729631;1584543643;242811;0.07797969; 0.279229223099223;
1584543643;343551;1358;830385;1584543643;343551;0.0749791; 0.2685742237081061;
1584543643;444523;1358;931415;1584543643;444523;0.06298564; 0.14716439461742775;
1584543643;545522;1359;32435;1584543643;545522;0.06298564; -0.0073695244550235905;
1584543643;646710;1359;133557;1584543643;646710;0.06298564; 0.2991076480592741;
1584543643;747375;1359;234177;1584543643;747375;0.1079678; 0.2670570842355559;
1584543643;847933;1359;334757;1584543643;847933;0.1079678; -0.05429472795699683;
1584543643;948569;1359;435392;1584543643;948569;0.1049672; 0.15994734192072385;
1584543644;49203;1359;536039;1584543644;49203;0.09597431; 0.2240328691258398;
1584543644;149867;1359;636685;1584543644;149867;0.0749791; -0.041632095927726154;
1584543644;250505;1359;737318;1584543644;250505;0.0749791; 0.2426123808048442;
1584543644;351352;1359;838197;1584543644;351352;0.0749791; 0.2172743963158244;
1584543644;451993;1359;938796;1584543644;451993;0.05998505; 0.2857037728078972;
1584543644;552609;1360;39431;1584543644;552609;-0.02398692; -0.1222282748417575;
1584543644;653267;1360;140090;1584543644;653267;-0.1109595; 0.27731220253292305;
1584543644;753927;1360;240762;1584543644;753927;-0; -0.008384834818234654;
1584543644;854609;1360;341433;1584543644;854609;-0; -0.026040988009726596;
1584543644;955267;1360;442077;1584543644;955267;-0; 0.2738220505960632;
1584543645;55908;1360;542728;1584543645;55908;-0; 0.25032832282192957;
1584543645;156471;1360;643276;1584543645;156471;-0; 0.14855052765777255;
1584543645;257109;1360;743917;1584543645;257109;0.2519159; -0.0010952504281713238;
1584543645;357768;1360;844588;1584543645;357768;-0; 0.2581460344656968;
1584543645;458397;1360;945216;1584543645;458397;-0; 0.25639176894113175;
1584543645;559011;1361;45840;1584543645;559011;-0; 0.26164533151425534;
1584543645;659663;1361;146482;1584543645;659663;-0; 0.2218178986961003;
1584543645;760273;1361;247089;1584543645;760273;-0; 0.2167575447632178;
1584543645;860893;1361;347793;1584543645;860893;-0; 0.2135876331931133;
1584543645;961613;1361;448417;1584543645;961613;-0; 0.20724633105187845;
1584543646;62200;1361;549014;1584543646;62200;-0; 0.183034349698812;
1584543646;162792;1361;649598;1584543646;162792;-0; 0.22252321265972547;
1584543646;263403;1361;750233;1584543646;263403;-0; 0.22339610719690522;
1584543646;364046;1361;850849;1584543646;364046;-0; 0.23502393952892292;
1584543646;464689;1361;951516;1584543646;464689;-0; 0.1611297031923914;
1584543646;565371;1362;52201;1584543646;565371;-0; 0.21485406892788045;
1584543646;666137;1362;152964;1584543646;666137;-0; 0.2661261661145093;
1584543646;766833;1362;253656;1584543646;766833;-0; 0.21615539454441685;
1584543646;867424;1362;354246;1584543646;867424;-0; 0.21366114581346657;
1584543646;968074;1362;454906;1584543646;968074;-0; 0.2810769218417562;
1584543647;68767;1362;555582;1584543647;68767;0.05698447; 0.2615148245482258;
1584543647;169403;1362;656209;1584543647;169403;0.01500292; 0.26629022275257413;
1584543647;270036;1362;756841;1584543647;270036;-0; 0.226201817541347;
1584543647;370640;1362;857441;1584543647;370640;-0; 0.2982751554728495;
1584543647;471364;1362;958158;1584543647;471364;-0; 0.2495401454556913;
1584543647;571945;1363;58743;1584543647;571945;0.05698447; 0.299264572128719;
1584543647;672526;1363;159341;1584543647;672526;0.05698447; 0.2826368123601652;
1584543647;773144;1363;259977;1584543647;773144;0.05698447; 0.2894826455789042;
1584543647;873956;1363;360828;1584543647;873956;0.07797969; -0.030706977228360466;
1584543647;974712;1363;461552;1584543647;974712;0.08397198; 0.2597429960353446;
1584543648;75422;1363;562254;1584543648;75422;0.08397198; 0.23698895392498714;
1584543648;176047;1363;662868;1584543648;176047;0.08097139; -0.024915372302198868;
1584543648;276721;1363;763552;1584543648;276721;0.08097139; 0.2836622407927603;
1584543648;377369;1363;864187;1584543648;377369;0.08097139; 0.2938730707050819;
1584543648;477991;1363;964803;1584543648;477991;0.08097139; 0.27141544313787874;
1584543648;578548;1364;65346;1584543648;578548;0.1019666; 0.25156088237825275;
1584543648;679356;1364;166276;1584543648;679356;0.1109684; -0.04986654472050406;
1584543648;780128;1364;266969;1584543648;780128;0.26691; -0.053045455815803055;
1584543648;880680;1364;367491;1584543648;880680;0.290888; -0.05823106542442491;
1584543648;981322;1364;468152;1584543648;981322;0.290888; -0.02500558547411985;
1584543649;81937;1364;568765;1584543649;81937;0.290888; 0.25461898973847014;
1584543649;182576;1364;669394;1584543649;182576;0.290888; -0.011002109636824464;
1584543649;283150;1364;769944;1584543649;283150;0.290888; 0.1650560372845727;
1584543649;383690;1364;870507;1584543649;383690;0.290888; 0.2509378269451485;
1584543649;484610;1364;971545;1584543649;484610;-0; -0.023765906253627178;
1584543649;584369;1365;71164;1584543649;584369;-0.1499404; -0.02339729603620494;
1584543649;684888;1365;171694;1584543649;684888;-0; -0.06644055349882758;
1584543649;785606;1365;272448;1584543649;785606;-0; -0.014389857195896028;
1584543649;886313;1365;373137;1584543649;886313;-0; 0.2526944902592457;
1584543649;986850;1365;473654;1584543649;986850;-0; 0.16919932229919682;
1584543650;87440;1365;574267;1584543650;87440;-0; -0.10894368713445884;
1584543650;188019;1365;674849;1584543650;188019;-0; 0.24694736429113612;
1584543650;288549;1365;775352;1584543650;288549;-0; 0.24727146548109918;
1584543650;388998;1365;875800;1584543650;388998;-0; 0.28208565372113165;
1584543650;489560;1365;976386;1584543650;489560;-0; 0.2930303916937235;
1584543650;590146;1366;76976;1584543650;590146;-0; -0.008815866527970395;
1584543650;690745;1366;177561;1584543650;690745;-0; -0.18223568139062862;
1584543650;791371;1366;278176;1584543650;791371;-0; -0.17161449218430438;
1584543650;891839;1366;378641;1584543650;891839;-0; -0.1948682843242131;
1584543650;992324;1366;479134;1584543650;992324;-0; -0.21845171669732028;
1584543651;92812;1366;579615;1584543651;92812;-0; -0.02714970058873184;
1584543651;193289;1366;680096;1584543651;193289;-0; -0.039278913254257586;
1584543651;293751;1366;780538;1584543651;293751;0.1649434; -0.04995494017394342;
1584543651;394202;1366;880986;1584543651;394202;0.182938; 0.26205146325473755;
1584543651;494643;1366;981428;1584543651;494643;0.05998505; 0.2648138027484183;
1584543651;595177;1367;81987;1584543651;595177;-0; 0.21669465098188206;
1584543651;695743;1367;182547;1584543651;695743;-0; 0.20733045788976617;
1584543651;796295;1367;283101;1584543651;796295;-0; 0.2247253506039248;
1584543651;896837;1367;383643;1584543651;896837;-0; 0.22068287034587492;
1584543651;997300;1367;484097;1584543651;997300;-0; 0.21776132296686873;
1584543652;97756;1367;584555;1584543652;97756;-0; -0.0228848893752836;
1584543652;198356;1367;685160;1584543652;198356;-0; -0.032993033049129594;
1584543652;298798;1367;785595;1584543652;298798;-0; 0.24546976936238935;
1584543652;399526;1367;886409;1584543652;399526;-0.1649345; 0.26612269625899115;
1584543652;500184;1367;986993;1584543652;500184;-0; 0.21553280929798074;
1584543652;600638;1368;87429;1584543652;600638;-0; 0.21594362442877318;
1584543652;701238;1368;188047;1584543652;701238;-0; 0.21873022572356643;
1584543652;801759;1368;288552;1584543652;801759;-0; -0.027817666231380322;
1584543652;902213;1368;389009;1584543652;902213;-0; 0.24449585555150316;
1584543653;2644;1368;489434;1584543653;2644;-0; -0.008708312320937328;
1584543653;103068;1368;589857;1584543653;103068;-0; -0.0275034579799302;
1584543653;203492;1368;690283;1584543653;203492;-0; -0.045628817718688486;
1584543653;303923;1368;790716;1584543653;303923;-0; 0.24243078391164824;
1584543653;404352;1368;891143;1584543653;404352;-0; 0.28732972786874494;
1584543653;504785;1368;991577;1584543653;504785;0.1319547; 0.29641661553400295;
1584543653;605226;1369;92013;1584543653;605226;0.1769457; 0.279739008702742;
1584543653;705723;1369;192515;1584543653;705723;0.1709445; -0.003261687173668426;
1584543653;806275;1369;293087;1584543653;806275;0.1199612; 0.1918209205745986;
1584543653;906782;1369;393579;1584543653;906782;0.08997314; 0.28668230612403295;
1584543654;7288;1369;494083;1584543654;7288;0.05698447; 0.01743492231317334;
1584543654;107744;1369;594526;1584543654;107744;-0; 0.29745367983262266;
1584543654;208156;1369;694951;1584543654;208156;-0.1319458; 0.2942242240286144;
1584543654;308591;1369;795389;1584543654;308591;-0.01499404; 0.015526394988914283;
1584543654;409049;1369;895833;1584543654;409049;0.290888; 0.2846252202379364;
1584543654;509457;1369;996249;1584543654;509457;0.290888; 0.02807838129188811;
1584543654;609913;1370;96707;1584543654;609913;0.2579171; -0.24480325790434093;
1584543654;710358;1370;197146;1584543654;710358;0.2429142; -0.1603352617906917;
1584543654;810824;1370;297616;1584543654;810824;0.2609088; 0.16984788461082645;
1584543654;911338;1370;398129;1584543654;911338;0.2459148; 0.22298196124722375;
1584543655;11826;1370;498617;1584543655;11826;0.1889392; 0.27330849977539157;
1584543655;112310;1370;599105;1584543655;112310;0.09297372; 0.22434703251457683;
1584543655;212816;1370;699619;1584543655;212816;-0; 0.28895086350336824;
1584543655;313326;1370;800124;1584543655;313326;-0; 0.263605974176552;
1584543655;413848;1370;900643;1584543655;413848;-0.04198155; 0.26975941574883117;
1584543655;514341;1371;1139;1584543655;514341;-0; 0.29774024069531607;
1584543655;614896;1371;101699;1584543655;614896;-0; 0.24316290549633318;
1584543655;715457;1371;202274;1584543655;715457;0.02699638; 0.23614727712556988;
1584543655;816134;1371;303005;1584543655;816134;0.05998505; 0.22520297616494495;
1584543655;916705;1371;403508;1584543655;916705;0.1259624; 0.24180719656937594;
1584543656;17332;1371;504141;1584543656;17332;0.1709445; 0.16787681081376477;
1584543656;118272;1371;605123;1584543656;118272;0.08997314; 0.0;
1584543656;218917;1371;705741;1584543656;218917;0.003000584; 0.1893782467481756;
1584543656;319591;1371;806392;1584543656;319591;-0; 0.2191527374624887;
1584543656;420141;1371;906949;1584543656;420141;-0.02398692; 0.21669950880856886;
1584543656;520713;1372;7513;1584543656;520713;-0.1319458; 0.21865996888931888;
1584543656;621414;1372;108233;1584543656;621414;-0; 0.2446588532530683;
1584543656;722300;1372;209231;1584543656;722300;-0; 0.24672173498140632;
1584543656;823089;1372;309924;1584543656;823089;-0; 0.25594219200940155;
1584543656;923699;1372;410503;1584543656;923699;-0; 0.26337459056491325;
1584543657;24294;1372;511099;1584543657;24294;-0; 0.2578382847890612;
1584543657;124901;1372;611721;1584543657;124901;-0; 0.2678194342296872;
1584543657;226099;1372;712950;1584543657;226099;-0; -0.052198705176380145;
1584543657;325700;1372;812493;1584543657;325700;-0; -0.0516165591004229;
1584543657;426228;1372;913017;1584543657;426228;-0; 0.29952718340270473;
1584543657;526875;1373;13741;1584543657;526875;-0; 0.2999788525258719;
1584543657;627546;1373;114343;1584543657;627546;-0; 0.29815496618114995;
1584543657;728060;1373;214847;1584543657;728060;0.09597431; 0.29521818552598217;
1584543657;828578;1373;315364;1584543657;828578;0.09597431; -0.005426948656552966;
1584543657;929367;1373;416159;1584543657;929367;0.09297372; 0.20320707069282679;
1584543658;30031;1373;516814;1584543658;30031;0.09297372; -0.00729815195613065;
1584543658;130663;1373;617448;1584543658;130663;0.09297372; 0.27508956408969437;
1584543658;231438;1373;718225;1584543658;231438;0.09297372; 0.22310987966889256;
1584543658;332385;1373;819253;1584543658;332385;0.09297372; 0.1956836542421822;
1584543658;433127;1373;919954;1584543658;433127;0.197932; 0.16761013663815;
1584543658;533865;1374;20711;1584543658;533865;0.1769457; 0.2715920940416762;
1584543658;634666;1374;121467;1584543658;634666;0.1379559; 0.28811557910940405;
1584543658;735720;1374;222675;1584543658;735720;0.1319547; 0.27025657046431;
1584543658;836292;1374;323136;1584543658;836292;0.1319547; -0.0036372852499377273;
1584543658;936258;1374;423157;1584543658;936258;0.009001753; 0.2769788997132298;
1584543659;37109;1374;523939;1584543659;37109;-0; 0.24724565742874;
1584543659;138024;1374;624930;1584543659;138024;-0; 0.2548808590326041;
1584543659;238992;1374;725840;1584543659;238992;-0; 0.25071024527574254;
1584543659;339635;1374;826459;1584543659;339635;-0; 0.24638789920973964;
1584543659;440447;1374;927261;1584543659;440447;0.2549165; 0.22886421799004802;
1584543659;541237;1375;28093;1584543659;541237;0.1859386; -0.0528313632859532;
1584543659;642078;1375;128904;1584543659;642078;0.09297372; 0.2648369865542782;
1584543659;742827;1375;229689;1584543659;742827;0.290888; 0.24307669957208272;
1584543659;843726;1375;330635;1584543659;843726;0.290888; 0.2125941841288272;
1584543659;944718;1375;431597;1584543659;944718;-0; 0.1617269273976914;
1584543660;45457;1375;532267;1584543660;45457;-0; 0.2876658828380085;
1584543660;146035;1375;632829;1584543660;146035;-0; 0.27167186461800835;
1584543660;246749;1375;733569;1584543660;246749;-0; 0.2932650907021322;
1584543660;347434;1375;834248;1584543660;347434;0.09896602; 0.27678042999187863;
1584543660;448163;1375;934975;1584543660;448163;0.290888; 0.2943447689335232;
1584543660;548938;1376;35748;1584543660;548938;0.2219278; 0.26619824036760836;
1584543660;649690;1376;136500;1584543660;649690;-0; -0.009976169930471845;
1584543660;750379;1376;237200;1584543660;750379;-0; 0.15953655367331415;
1584543660;851173;1376;338018;1584543660;851173;-0; -0.03774554024694776;
1584543660;951952;1376;438782;1584543660;951952;-0.05097442; 0.20529894626979123;
1584543661;52704;1376;539537;1584543661;52704;-0.2549076; 0.2446689318060113;
1584543661;153502;1376;640333;1584543661;153502;-0; 0.2651656328410141;
1584543661;254293;1376;741122;1584543661;254293;-0; -0.022561455683307363;
1584543661;355172;1376;842006;1584543661;355172;-0.01499404; -0.014592556740506024;
1584543661;456242;1376;943151;1584543661;456242;-0.04498214; 0.23622005754026038;
1584543661;556246;1377;43081;1584543661;556246;-0.1319458; 0.22898872070977444;
1584543661;657005;1377;143834;1584543661;657005;-0.1409476; 0.2624829057003418;
1584543661;757792;1377;244620;1584543661;757792;-0.09296485; -0.01781805573289791;
1584543661;858535;1377;345365;1584543661;858535;-0.03598038; -0.07501954398293995;
1584543661;959265;1377;446093;1584543661;959265;-0.03598038; -0.010548206977794516;
1584543662;59972;1377;546798;1584543662;59972;-0.01798575; -0.024743644084870453;
1584543662;160786;1377;647610;1584543662;160786;-0.01499404; -0.04729726030969339;
1584543662;262210;1377;749107;1584543662;262210;-0.08096252; -0.0854595290375813;
1584543662;362115;1377;848931;1584543662;362115;-0.0839631; -0.033541274482923655;
1584543662;463142;1377;949978;1584543662;463142;-0.08096252; 0.1536872697960589;
1584543662;564486;1378;51276;1584543662;564486;-0.08096252; 0.1600841316959974;
1584543662;665056;1378;152510;1584543662;665056;-0.02098634; 0.17125694241001416;
1584543662;765398;1378;252214;1584543662;765398;-0; 0.17723791285314838;
1584543662;866078;1378;352896;1584543662;866078;-0; -0.010169045828716583;
1584543662;966734;1378;453552;1584543662;966734;-0; -0.0029473761016721167;
1584543663;67827;1378;554782;1584543663;67827;-0; -0.001103925790495841;
1584543663;167850;1378;654683;1584543663;167850;-0; 0.2983664685057918;
1584543663;268547;1378;755370;1584543663;268547;-0; 0.29415946813455734;
1584543663;369246;1378;856083;1584543663;369246;0.1409564; 0.2985558557337971;
1584543663;469957;1378;956784;1584543663;469957;0.2039332; -0.004152829463323127;
1584543663;570723;1379;57564;1584543663;570723;0.2009326; 0.19503256349060982;
1584543663;671639;1379;158481;1584543663;671639;0.1619428; 0.24846270618686012;
1584543663;772516;1379;259354;1584543663;772516;0.06597735; 0.2962219090711988;
1584543663;873722;1379;360609;1584543663;873722;-0; -0.06466295224236496;
1584543663;974512;1379;461327;1584543663;974512;-0; -0.04926002845390859;
1584543664;75192;1379;562016;1584543664;75192;-0; 0.29197484856181716;
1584543664;175928;1379;662757;1584543664;175928;-0; 0.2938171893267321;
1584543664;276679;1379;763504;1584543664;276679;-0; 0.2962849813749782;
1584543664;377317;1379;864141;1584543664;377317;0.09896602; 0.2755110377734212;
1584543664;477939;1379;964751;1584543664;477939;0.143957; 0.27524674012974165;
1584543664;578496;1380;65343;1584543664;578496;0.143957; 0.27311986821347883;
1584543664;679218;1380;166059;1584543664;679218;0.06897793; -0.0069110983978520335;
1584543664;779904;1380;266727;1584543664;779904;0.02999697; 0.27654343520338437;
1584543664;880761;1380;367585;1584543664;880761;0.01200234; -0.0158508207775217;
1584543664;981519;1380;468363;1584543664;981519;0.05698447; -0.015932041783988438;
1584543665;82192;1380;569025;1584543665;82192;0.1259624; -0.011083436432673621;
1584543665;182919;1380;669752;1584543665;182919;0.1379559; -0.001203314367717534;
1584543665;283759;1380;770565;1584543665;283759;0.1379559; 0.2815896152125908;
1584543665;384756;1380;871653;1584543665;384756;0.07797969; 0.2559856504659566;
1584543665;485600;1380;972427;1584543665;485600;-0; -0.05185313011080045;
1584543665;586351;1381;73157;1584543665;586351;-0; -0.024843668224620863;
1584543665;687036;1381;173838;1584543665;687036;0.04199043; -0.025579535611902182;
1584543665;787799;1381;274656;1584543665;787799;0.08697256; 0.29264050518357515;
1584543665;888532;1381;375378;1584543665;888532;0.05998505; 0.14903134084108333;
1584543665;989412;1381;476259;1584543665;989412;0.1019666; 0.2991099650543531;
1584543666;90298;1381;577109;1584543666;90298;0.1319547; 0.2861381370035592;
1584543666;191480;1381;678413;1584543666;191480;0.1259624; 0.2574265499846982;
1584543666;291850;1381;778722;1584543666;291850;0.0479916; -0.035530697258449206;
1584543666;392562;1381;879358;1584543666;392562;0.01799463; 0.29425451783063866;
1584543666;493195;1381;980011;1584543666;493195;0.1349553; -0.07656585293115484;
1584543666;593786;1382;80647;1584543666;593786;0.07197852; 0.2615726855190647;
1584543666;694502;1382;181320;1584543666;694502;-0; 0.2384925032870931;
1584543666;795271;1382;282066;1584543666;795271;-0; -0.0004892180376742106;
1584543666;895844;1382;382656;1584543666;895844;0.1319547; 0.2741978537723075;
1584543666;996480;1382;483279;1584543666;996480;0.1619428; 0.2891185987178955;
1584543667;97434;1382;584302;1584543667;97434;0.167944; 0.2646259677381448;
1584543667;198612;1382;685541;1584543667;198612;0.1739451; -0.0021732352067193594;
1584543667;298458;1382;785263;1584543667;298458;0.1709445; -0.03898911352692358;
1584543667;399023;1382;885806;1584543667;399023;0.1589511; 0.17070603819141283;
1584543667;499754;1382;986593;1584543667;499754;0.009001753; 0.21134744031072866;
1584543667;600352;1383;87159;1584543667;600352;-0.04198155; 0.21619216634033328;
1584543667;700944;1383;187813;1584543667;700944;-0.1589422; -0.006035504357893462;
1584543667;801605;1383;288407;1584543667;801605;-0; -0.006541532163741981;
1584543667;902578;1383;389369;1584543667;902578;-0; -0.05488441016179668;
1584543668;3282;1383;490340;1584543668;3282;-0; -0.02115535988557876;
1584543668;104115;1383;590925;1584543668;104115;-0; 0.20877434295766145;
1584543668;204630;1383;691422;1584543668;204630;-0; 0.18970340825925497;
1584543668;305060;1383;791857;1584543668;305060;-0; 0.1861181709727457;
1584543668;405539;1383;892341;1584543668;405539;0.08097139; 0.18246019027922;
1584543668;506065;1383;992879;1584543668;506065;0.0749791; 0.2717334356498518;
1584543668;606567;1384;93364;1584543668;606567;-0; 0.23981542033672026;
1584543668;707012;1384;193804;1584543668;707012;-0; 0.22720208702118033;
1584543668;807730;1384;294638;1584543668;807730;-0; -0.019310621272348616;
1584543668;908469;1384;395281;1584543668;908469;-0; -0.10591521694616263;
1584543669;8925;1384;495714;1584543669;8925;-0; 0.23214106398097484;
1584543669;109357;1384;596145;1584543669;109357;-0; 0.229681105739671;
1584543669;209796;1384;696593;1584543669;209796;-0; 0.2502954428499962;
1584543669;310234;1384;797034;1584543669;310234;-0; 0.22532064730953988;
1584543669;410749;1384;897548;1584543669;410749;-0; 0.22225396338747677;
1584543669;511285;1384;998084;1584543669;511285;-0; 0.22292610609434532;
1584543669;611732;1385;98618;1584543669;611732;-0; 0.21974008980678789;
1584543669;712279;1385;199078;1584543669;712279;-0; 0.21769884691016766;
1584543669;812741;1385;299527;1584543669;812741;-0; 0.24213756035331918;
1584543669;913168;1385;399961;1584543669;913168;0.01500292; 0.24002773990688903;
1584543670;13609;1385;500416;1584543670;13609;0.1019666; 0.23942673059405212;
1584543670;114086;1385;600883;1584543670;114086;-0; 0.23167344890515978;
1584543670;214571;1385;701357;1584543670;214571;-0; 0.24433839876799096;
1584543670;314993;1385;801781;1584543670;314993;-0; 0.20723454985853046;
1584543670;415469;1385;902262;1584543670;415469;-0; 0.24328513685600656;
1584543670;515919;1386;2713;1584543670;515919;-0; 0.21850289108608428;
1584543670;616458;1386;103254;1584543670;616458;-0; 0.24830195733762878;
1584543670;716941;1386;203739;1584543670;716941;-0; 0.10047400329684109;
1584543670;817404;1386;304194;1584543670;817404;-0; 0.250927398203499;
1584543670;917857;1386;404642;1584543670;917857;-0; 0.2547785348843114;
1584543671;18713;1386;505589;1584543671;18713;-0; -0.049072529344648175;
1584543671;119591;1386;606416;1584543671;119591;-0; -0.08295295583453197;
1584543671;220086;1386;706879;1584543671;220086;-0; -0.04168826813752052;
1584543671;320506;1386;807292;1584543671;320506;-0; -0.0005640178033237131;
1584543671;420931;1386;907851;1584543671;420931;0.07197852; 0.2467583492499324;
1584543671;521540;1387;8327;1584543671;521540;0.0749791; 0.2442079500266225;
1584543671;622014;1387;108810;1584543671;622014;0.0749791; 0.23042098107826298;
1584543671;722470;1387;209268;1584543671;722470;0.07197852; -0.03827467505254678;
1584543671;823284;1387;310157;1584543671;823284;0.1229618; -0.01672780893566067;
1584543671;924041;1387;410898;1584543671;924041;0.1349553; 0.25155570354580753;
1584543672;24878;1387;511709;1584543672;24878;0.1349553; 0.27318063252881125;
1584543672;125404;1387;612200;1584543672;125404;0.1349553; 0.26209342706570743;
1584543672;225987;1387;712795;1584543672;225987;0.1349553; 0.15438701468979282;
1584543672;326505;1387;813292;1584543672;326505;0.1889392; -0.03419021083665852;
1584543672;427004;1387;913798;1584543672;427004;0.2219278; 0.29622767550384627;
1584543672;527632;1388;14424;1584543672;527632;0.09597431; 0.24224942035562097;
1584543672;628833;1388;115710;1584543672;628833;-0; 0.17880188923319268;
1584543672;729549;1388;216363;1584543672;729549;-0; 0.2756269486389676;
1584543672;830130;1388;316968;1584543672;830130;0.1349553; 0.19147524898827656;
1584543672;930734;1388;417531;1584543672;930734;0.1889392; 0.19403708677541404;
1584543673;31428;1388;518229;1584543673;31428;0.1409564; 0.2377767659278554;
1584543673;131980;1388;618784;1584543673;131980;-0; 0.16653393388803434;
1584543673;232785;1388;719620;1584543673;232785;-0; -0.05439372828202707;
1584543673;333452;1388;820291;1584543673;333452;-0; -0.050155257481596716;
1584543673;434361;1388;921267;1584543673;434361;-0; -0.054351598848395355;
1584543673;535197;1389;21987;1584543673;535197;0.07197852; -0.05992474233699899;
1584543673;636011;1389;122892;1584543673;636011;0.2159267; -0.06453957785409858;
1584543673;736646;1389;223441;1584543673;736646;0.08697256; 0.21534123927518684;
1584543673;837281;1389;324094;1584543673;837281;-0; 0.2021963654684416;
1584543673;937955;1389;424766;1584543673;937955;-0; 0.2674560366399031;
1584543674;38548;1389;525355;1584543674;38548;-0; 0.2667731691047062;
1584543674;139190;1389;625994;1584543674;139190;-0; 0.26765827101216105;
1584543674;239753;1389;726564;1584543674;239753;-0; 0.2720168795409575;
1584543674;340398;1389;827215;1584543674;340398;-0; 0.2744426058314621;
