X-Position,Y-Position,Width,Height
tensor(251.2080),tensor(288.0675),tensor(15.4965),tensor(23.7762)
tensor(90.0016),tensor(280.9680),tensor(13.8447),tensor(19.5926)
----- NEW FRAME -----
tensor(590.8782),tensor(325.0174),tensor(30.6428),tensor(43.4396)
tensor(370.1159),tensor(301.0687),tensor(20.0921),tensor(29.6896)
tensor(229.2451),tensor(290.6465),tensor(17.8735),tensor(24.6907)
tensor(60.3269),tensor(283.4684),tensor(15.9207),tensor(20.5269)
tensor(431.9437),tensor(247.7644),tensor(31.6063),tensor(51.9422)
----- NEW FRAME -----
tensor(567.6980),tensor(324.4777),tensor(32.4233),tensor(47.0396)
tensor(341.9867),tensor(302.9436),tensor(20.5408),tensor(30.0011)
tensor(194.7848),tensor(292.1971),tensor(17.1895),tensor(25.0823)
tensor(15.4781),tensor(283.8430),tensor(18.6169),tensor(21.5961)
----- NEW FRAME -----
tensor(571.8303),tensor(328.3761),tensor(38.1533),tensor(53.9543)
tensor(330.5192),tensor(305.6283),tensor(22.2086),tensor(33.4506)
tensor(175.2940),tensor(294.6389),tensor(19.0880),tensor(26.0838)
tensor(395.7475),tensor(246.8640),tensor(36.2449),tensor(56.4403)
----- NEW FRAME -----
tensor(352.2623),tensor(308.9867),tensor(22.8853),tensor(32.8667)
tensor(620.2202),tensor(335.4008),tensor(39.5596),tensor(57.2247)
tensor(190.9313),tensor(296.7010),tensor(19.0830),tensor(26.3357)
tensor(5.7095),tensor(287.4243),tensor(11.4190),tensor(22.2519)
----- NEW FRAME -----
tensor(387.9775),tensor(312.8981),tensor(24.3302),tensor(36.2654)
tensor(218.7744),tensor(297.8411),tensor(18.1115),tensor(28.0459)
tensor(30.0310),tensor(288.6935),tensor(18.4409),tensor(23.3573)
----- NEW FRAME -----
tensor(424.0304),tensor(319.2740),tensor(26.7366),tensor(38.1331)
tensor(243.3322),tensor(301.0168),tensor(19.0279),tensor(28.8593)
tensor(54.1636),tensor(290.9180),tensor(18.3287),tensor(23.1942)
tensor(477.1866),tensor(244.9551),tensor(35.6013),tensor(66.8548)
----- NEW FRAME -----
tensor(464.3419),tensor(324.7498),tensor(30.6475),tensor(44.0901)
tensor(78.8236),tensor(292.4739),tensor(17.6093),tensor(23.6588)
tensor(269.9271),tensor(304.0101),tensor(20.5112),tensor(31.9697)
----- NEW FRAME -----
tensor(512.9439),tensor(331.9766),tensor(31.8225),tensor(46.7427)
tensor(297.9044),tensor(306.7735),tensor(21.0263),tensor(32.0458)
tensor(103.3812),tensor(293.7879),tensor(17.4112),tensor(24.3853)
----- NEW FRAME -----
tensor(326.9036),tensor(310.1326),tensor(22.5082),tensor(33.7436)
tensor(566.8328),tensor(340.1257),tensor(35.0244),tensor(50.4281)
tensor(127.5960),tensor(294.3916),tensor(17.8113),tensor(25.2352)
----- NEW FRAME -----
tensor(622.7775),tensor(351.3859),tensor(34.4450),tensor(55.1913)
tensor(355.9991),tensor(313.4950),tensor(23.6362),tensor(36.1437)
tensor(150.1864),tensor(296.0785),tensor(18.7063),tensor(24.2981)
tensor(12.6436),tensor(279.5607),tensor(14.1017),tensor(17.7542)
----- NEW FRAME -----
tensor(387.2825),tensor(318.3137),tensor(25.2175),tensor(39.6069)
tensor(173.7029),tensor(297.4855),tensor(19.4922),tensor(24.3152)
tensor(37.5881),tensor(281.6401),tensor(13.5031),tensor(16.5553)
----- NEW FRAME -----
tensor(421.8746),tensor(323.5600),tensor(27.9033),tensor(42.3251)
tensor(196.5704),tensor(298.1446),tensor(19.2658),tensor(27.2518)
tensor(62.1691),tensor(281.2408),tensor(13.4925),tensor(17.5681)
----- NEW FRAME -----
tensor(461.6265),tensor(328.4123),tensor(30.7247),tensor(42.0896)
tensor(220.3141),tensor(298.4030),tensor(19.2220),tensor(28.1122)
tensor(86.8070),tensor(280.6458),tensor(12.4427),tensor(17.8816)
----- NEW FRAME -----
tensor(502.5406),tensor(335.1958),tensor(33.5186),tensor(49.8174)
tensor(241.8287),tensor(299.3947),tensor(18.5540),tensor(29.9189)
tensor(107.7783),tensor(279.1725),tensor(12.8788),tensor(17.8750)
tensor(27.9026),tensor(274.8353),tensor(11.6954),tensor(17.4612)
----- NEW FRAME -----
tensor(549.7489),tensor(343.7062),tensor(36.4568),tensor(50.5742)
tensor(263.3560),tensor(301.5007),tensor(19.0256),tensor(29.3560)
tensor(130.0923),tensor(280.1771),tensor(11.7551),tensor(16.9446)
tensor(50.2387),tensor(275.4812),tensor(10.7823),tensor(15.4644)
tensor(453.6863),tensor(400.5394),tensor(10.4156),tensor(15.1953)
----- NEW FRAME -----
tensor(288.0890),tensor(303.7095),tensor(20.4781),tensor(31.5025)
tensor(606.0306),tensor(352.4259),tensor(41.7601),tensor(56.5541)
tensor(152.5815),tensor(279.8998),tensor(11.3781),tensor(17.5941)
tensor(74.1214),tensor(275.0613),tensor(10.7784),tensor(15.2346)
----- NEW FRAME -----
tensor(315.3262),tensor(305.9653),tensor(21.0957),tensor(32.7015)
tensor(176.1870),tensor(279.6725),tensor(11.5117),tensor(18.5391)
tensor(98.6202),tensor(274.9586),tensor(10.6160),tensor(15.2823)
----- NEW FRAME -----
tensor(343.9953),tensor(307.6514),tensor(23.1032),tensor(35.2156)
tensor(199.7267),tensor(279.2488),tensor(12.0889),tensor(19.2753)
tensor(123.1798),tensor(274.8463),tensor(11.0834),tensor(15.4843)
----- NEW FRAME -----
tensor(373.2922),tensor(312.3508),tensor(23.5876),tensor(36.2852)
tensor(222.3199),tensor(279.8222),tensor(13.3291),tensor(18.9457)
tensor(146.3655),tensor(274.5546),tensor(11.1505),tensor(15.0493)
----- NEW FRAME -----
tensor(407.6418),tensor(317.8412),tensor(26.2474),tensor(40.4147)
tensor(246.7695),tensor(280.5046),tensor(13.4322),tensor(20.0392)
tensor(171.0483),tensor(275.1483),tensor(11.1086),tensor(15.7822)
----- NEW FRAME -----
tensor(449.1581),tensor(324.4343),tensor(28.2933),tensor(42.2386)
tensor(273.5823),tensor(280.9215),tensor(12.8297),tensor(20.2919)
tensor(21.0369),tensor(278.5578),tensor(13.1151),tensor(15.4761)
tensor(197.5187),tensor(275.5811),tensor(11.6777),tensor(15.7770)
----- NEW FRAME -----
tensor(496.0151),tensor(332.0416),tensor(31.6031),tensor(46.4636)
tensor(299.3328),tensor(283.0613),tensor(13.4828),tensor(19.4125)
tensor(18.8628),tensor(295.7202),tensor(20.1807),tensor(25.5432)
tensor(47.9685),tensor(278.7125),tensor(12.1849),tensor(15.9053)
tensor(222.8621),tensor(275.7117),tensor(10.5349),tensor(15.2629)
----- NEW FRAME -----
tensor(555.9692),tensor(342.2394),tensor(36.7935),tensor(53.4763)
tensor(44.6108),tensor(296.8711),tensor(21.7010),tensor(26.3715)
tensor(329.4404),tensor(283.5237),tensor(13.9900),tensor(20.3606)
tensor(75.6857),tensor(279.3128),tensor(11.6596),tensor(15.4129)
tensor(249.8611),tensor(276.2131),tensor(11.0357),tensor(15.0806)
----- NEW FRAME -----
tensor(625.7513),tensor(356.7344),tensor(28.4973),tensor(56.2996)
tensor(71.0565),tensor(297.2487),tensor(19.7966),tensor(27.0203)
tensor(361.9202),tensor(286.7692),tensor(13.8109),tensor(21.2671)
tensor(279.5747),tensor(276.9874),tensor(10.1973),tensor(16.4581)
tensor(106.1053),tensor(278.3507),tensor(11.6684),tensor(14.5876)
----- NEW FRAME -----
tensor(69.0854),tensor(300.0150),tensor(21.3026),tensor(29.3005)
tensor(373.1142),tensor(287.9084),tensor(16.1914),tensor(23.4653)
tensor(287.8737),tensor(278.4587),tensor(10.1505),tensor(16.4178)
tensor(109.4357),tensor(279.7886),tensor(13.2641),tensor(17.3882)
----- NEW FRAME -----
tensor(52.2535),tensor(303.6896),tensor(22.4256),tensor(31.6470)
tensor(375.5767),tensor(289.1262),tensor(15.6908),tensor(23.1705)
tensor(101.3319),tensor(280.0765),tensor(13.2852),tensor(18.3185)
tensor(286.6588),tensor(278.5493),tensor(10.4938),tensor(17.0232)
----- NEW FRAME -----
tensor(33.7615),tensor(305.2447),tensor(23.0762),tensor(34.2704)
tensor(380.0570),tensor(290.5184),tensor(16.0008),tensor(26.1516)
tensor(286.5550),tensor(279.1165),tensor(11.1211),tensor(17.6295)
tensor(93.7496),tensor(280.2920),tensor(13.4603),tensor(18.0540)
----- NEW FRAME -----
tensor(12.8641),tensor(309.8532),tensor(25.7282),tensor(37.3476)
tensor(385.3916),tensor(293.5221),tensor(16.6713),tensor(26.5433)
tensor(286.8965),tensor(280.0668),tensor(11.8270),tensor(18.5480)
tensor(86.2280),tensor(281.6859),tensor(14.8768),tensor(17.3964)
tensor(256.9600),tensor(270.0240),tensor(8.1646),tensor(13.0087)
----- NEW FRAME -----
tensor(75.4831),tensor(281.9661),tensor(15.0536),tensor(19.4752)
tensor(390.0476),tensor(297.1209),tensor(18.8587),tensor(27.2953)
tensor(285.9742),tensor(281.0178),tensor(12.5784),tensor(18.2645)
tensor(455.4104),tensor(401.5401),tensor(14.2341),tensor(12.8965)
----- NEW FRAME -----
tensor(395.4453),tensor(299.2866),tensor(18.5702),tensor(29.1599)
tensor(285.2733),tensor(282.2390),tensor(13.4139),tensor(19.7729)
tensor(64.9169),tensor(283.6328),tensor(14.8062),tensor(20.0468)
tensor(454.6511),tensor(401.4672),tensor(13.4227),tensor(11.9769)
tensor(254.9075),tensor(271.4186),tensor(9.5410),tensor(14.7963)
----- NEW FRAME -----
tensor(402.8035),tensor(304.7806),tensor(20.7096),tensor(32.6147)
tensor(285.0011),tensor(285.8952),tensor(14.0007),tensor(20.1195)
tensor(52.6250),tensor(286.5607),tensor(16.6274),tensor(21.7379)
tensor(253.8394),tensor(273.9114),tensor(9.8748),tensor(14.2567)
tensor(97.3632),tensor(272.8300),tensor(11.0363),tensor(14.1011)
tensor(454.1519),tensor(400.9148),tensor(11.8547),tensor(11.7756)
----- NEW FRAME -----
tensor(417.0689),tensor(310.0051),tensor(23.2324),tensor(35.1093)
tensor(290.0611),tensor(288.5082),tensor(13.2633),tensor(21.8986)
tensor(45.3471),tensor(289.6356),tensor(18.0525),tensor(23.6528)
tensor(257.6518),tensor(275.6578),tensor(9.9524),tensor(14.3798)
tensor(96.5532),tensor(275.5892),tensor(9.3285),tensor(14.3776)
tensor(455.3536),tensor(401.3205),tensor(12.0262),tensor(12.2378)
----- NEW FRAME -----
tensor(466.6431),tensor(317.0725),tensor(27.2230),tensor(41.1972)
tensor(321.0459),tensor(292.2234),tensor(16.0701),tensor(26.5050)
tensor(70.9419),tensor(293.9309),tensor(17.9735),tensor(22.7231)
tensor(287.1336),tensor(278.1277),tensor(11.6304),tensor(15.7711)
tensor(457.3334),tensor(401.0195),tensor(11.6049),tensor(11.4237)
----- NEW FRAME -----
tensor(514.0258),tensor(328.3203),tensor(28.8247),tensor(45.4727)
tensor(347.7342),tensor(295.3554),tensor(16.8900),tensor(26.0104)
tensor(88.1258),tensor(295.9962),tensor(17.6613),tensor(24.0382)
tensor(146.6964),tensor(278.6426),tensor(10.2746),tensor(14.5006)
tensor(310.4160),tensor(280.1744),tensor(10.2323),tensor(16.5435)
tensor(627.5621),tensor(71.5124),tensor(24.8758),tensor(49.8677)
tensor(290.9790),tensor(271.2780),tensor(9.7263),tensor(13.8192)
----- NEW FRAME -----
tensor(534.7081),tensor(336.6360),tensor(32.1587),tensor(46.3538)
tensor(73.6343),tensor(298.3514),tensor(19.5169),tensor(27.3842)
tensor(349.0220),tensor(298.4019),tensor(17.1062),tensor(26.3583)
tensor(139.8060),tensor(279.7379),tensor(11.8882),tensor(17.2638)
tensor(310.2059),tensor(281.4034),tensor(11.2073),tensor(15.8332)
tensor(629.5110),tensor(70.4927),tensor(20.9779),tensor(45.4451)
----- NEW FRAME -----
tensor(556.6188),tensor(347.1470),tensor(37.0703),tensor(50.7994)
tensor(348.3131),tensor(303.0586),tensor(18.1099),tensor(29.1839)
tensor(53.7074),tensor(305.3860),tensor(21.2519),tensor(27.5497)
tensor(307.1598),tensor(283.6971),tensor(11.2087),tensor(16.7329)
tensor(130.2458),tensor(283.2249),tensor(11.1622),tensor(18.2353)
tensor(592.3765),tensor(16.3289),tensor(13.4957),tensor(18.2468)
----- NEW FRAME -----
tensor(35.0743),tensor(308.2550),tensor(22.6622),tensor(31.8115)
tensor(585.1045),tensor(359.9767),tensor(40.4840),tensor(59.3026)
tensor(349.5446),tensor(306.0747),tensor(19.6693),tensor(29.4567)
tensor(306.4852),tensor(284.4176),tensor(11.1656),tensor(17.4003)
tensor(122.4195),tensor(284.1602),tensor(11.9975),tensor(18.3573)
tensor(630.8566),tensor(67.6926),tensor(18.2867),tensor(42.6963)
----- NEW FRAME -----
tensor(12.6846),tensor(312.7854),tensor(24.4875),tensor(34.3650)
tensor(617.9903),tensor(373.5473),tensor(42.5913),tensor(69.2527)
tensor(349.8763),tensor(308.0059),tensor(20.5867),tensor(31.8511)
tensor(305.3323),tensor(284.7469),tensor(12.2714),tensor(18.2509)
tensor(113.3136),tensor(284.6910),tensor(12.8376),tensor(17.8793)
tensor(631.5106),tensor(68.0451),tensor(16.9788),tensor(43.4630)
tensor(283.6380),tensor(274.2889),tensor(9.9001),tensor(16.4236)
----- NEW FRAME -----
tensor(357.3218),tensor(313.2054),tensor(21.6101),tensor(35.0062)
tensor(309.4177),tensor(286.3989),tensor(13.1431),tensor(19.2180)
tensor(6.6198),tensor(316.1611),tensor(13.2395),tensor(34.7992)
tensor(111.5636),tensor(286.8559),tensor(12.7961),tensor(20.5390)
tensor(601.3590),tensor(8.2909),tensor(13.5266),tensor(16.5818)
----- NEW FRAME -----
tensor(387.4832),tensor(314.2992),tensor(22.9987),tensor(36.3013)
tensor(15.4325),tensor(317.5720),tensor(26.0798),tensor(37.3997)
tensor(332.9186),tensor(285.9279),tensor(14.4952),tensor(19.6081)
tensor(132.2555),tensor(286.0160),tensor(14.7519),tensor(19.8478)
tensor(627.4205),tensor(5.1614),tensor(14.2633),tensor(10.3227)
----- NEW FRAME -----
tensor(436.7264),tensor(318.7087),tensor(24.3833),tensor(38.6388)
tensor(51.0649),tensor(318.8502),tensor(26.2752),tensor(38.5079)
tensor(372.0221),tensor(285.8710),tensor(13.9166),tensor(20.4289)
tensor(169.3921),tensor(284.7973),tensor(14.1213),tensor(19.5505)
----- NEW FRAME -----
tensor(478.6458),tensor(324.6049),tensor(26.7243),tensor(42.4996)
tensor(70.1727),tensor(318.2511),tensor(27.2251),tensor(38.1391)
tensor(402.1307),tensor(286.3772),tensor(13.1349),tensor(21.4725)
tensor(194.4999),tensor(282.8839),tensor(13.4170),tensor(19.6418)
----- NEW FRAME -----
tensor(493.7185),tensor(329.2932),tensor(31.0817),tensor(43.9950)
tensor(52.8684),tensor(321.2593),tensor(30.5793),tensor(41.7667)
tensor(406.3921),tensor(286.9114),tensor(14.3317),tensor(22.4854)
tensor(191.4098),tensor(282.9955),tensor(13.9026),tensor(19.7533)
tensor(376.9534),tensor(272.2785),tensor(9.6577),tensor(15.5964)
----- NEW FRAME -----
tensor(511.4464),tensor(336.6403),tensor(33.2841),tensor(50.1633)
tensor(32.2867),tensor(327.3003),tensor(32.6497),tensor(43.5938)
tensor(412.3295),tensor(287.6564),tensor(15.2319),tensor(23.1940)
tensor(188.0231),tensor(284.2441),tensor(14.8015),tensor(21.1102)
tensor(379.9656),tensor(272.4033),tensor(11.3479),tensor(16.5072)
tensor(511.9913),tensor(341.4742),tensor(31.8792),tensor(36.5955)
----- NEW FRAME -----
tensor(534.2095),tensor(343.4604),tensor(34.5234),tensor(53.6715)
tensor(418.5458),tensor(287.8199),tensor(13.8456),tensor(23.8616)
tensor(13.6451),tensor(331.8941),tensor(27.2901),tensor(48.7380)
tensor(185.3716),tensor(283.6678),tensor(14.6535),tensor(21.8170)
tensor(12.3747),tensor(323.9049),tensor(24.7493),tensor(33.3548)
tensor(256.4449),tensor(195.5914),tensor(21.6215),tensor(15.0909)
tensor(534.2831),tensor(355.1648),tensor(36.2458),tensor(28.3674)
tensor(384.7291),tensor(272.0534),tensor(9.2886),tensor(15.9564)
----- NEW FRAME -----
tensor(425.2971),tensor(290.5077),tensor(14.9926),tensor(25.9664)
tensor(561.7167),tensor(356.4514),tensor(40.2770),tensor(59.1238)
tensor(180.8122),tensor(285.8678),tensor(15.6361),tensor(23.3210)
tensor(388.2339),tensor(272.7632),tensor(11.0900),tensor(17.0226)
tensor(235.5034),tensor(269.7441),tensor(11.3287),tensor(18.7937)
tensor(258.2553),tensor(195.8250),tensor(20.5132),tensor(14.9300)
tensor(452.8227),tensor(400.9916),tensor(8.9415),tensor(14.1432)
----- NEW FRAME -----
tensor(431.6542),tensor(292.5531),tensor(17.3251),tensor(27.0168)
tensor(596.8754),tensor(370.2286),tensor(47.4220),tensor(66.5773)
tensor(174.7641),tensor(286.6326),tensor(17.1981),tensor(24.6907)
tensor(234.1125),tensor(269.7955),tensor(11.2979),tensor(15.8065)
tensor(391.8411),tensor(273.3988),tensor(9.6174),tensor(17.9997)
----- NEW FRAME -----
tensor(438.0889),tensor(295.8669),tensor(18.6184),tensor(26.3375)
tensor(166.5912),tensor(289.6484),tensor(18.8717),tensor(26.2388)
tensor(625.4756),tensor(387.9813),tensor(29.0487),tensor(80.2155)
tensor(393.9238),tensor(274.7122),tensor(10.8101),tensor(16.0802)
tensor(629.1829),tensor(389.4047),tensor(21.6343),tensor(74.0218)
tensor(258.5113),tensor(194.9435),tensor(22.1384),tensor(15.0314)
----- NEW FRAME -----
tensor(447.5000),tensor(298.3166),tensor(19.0946),tensor(29.2794)
tensor(159.4205),tensor(290.7278),tensor(18.4801),tensor(28.3285)
tensor(398.7843),tensor(274.9316),tensor(10.9210),tensor(16.4274)
----- NEW FRAME -----
tensor(455.0911),tensor(301.2985),tensor(19.9394),tensor(30.7081)
tensor(148.7072),tensor(294.1212),tensor(20.7625),tensor(28.9294)
tensor(401.5209),tensor(276.4958),tensor(11.4550),tensor(18.0137)
tensor(376.8053),tensor(96.2651),tensor(15.1586),tensor(23.8202)
tensor(226.3731),tensor(273.5819),tensor(11.5552),tensor(16.2322)
----- NEW FRAME -----
tensor(462.5549),tensor(307.6259),tensor(21.2783),tensor(32.0729)
tensor(133.8346),tensor(300.3114),tensor(21.5118),tensor(30.5821)
tensor(402.4290),tensor(279.9084),tensor(12.0530),tensor(17.7623)
----- NEW FRAME -----
tensor(470.0641),tensor(312.3665),tensor(22.7416),tensor(35.4489)
tensor(118.5261),tensor(305.4921),tensor(22.6461),tensor(33.2493)
tensor(403.3597),tensor(281.4756),tensor(12.5545),tensor(18.7065)
tensor(215.1725),tensor(279.2120),tensor(12.9943),tensor(18.3175)
----- NEW FRAME -----
tensor(101.7801),tensor(311.7572),tensor(23.5975),tensor(36.8618)
tensor(479.4101),tensor(317.6422),tensor(25.4210),tensor(38.4976)
tensor(405.1195),tensor(284.1299),tensor(13.8372),tensor(20.4925)
tensor(209.1498),tensor(280.7453),tensor(13.2246),tensor(20.5165)
----- NEW FRAME -----
tensor(488.4120),tensor(323.3209),tensor(27.9955),tensor(40.5200)
tensor(79.1962),tensor(318.1370),tensor(26.7404),tensor(39.5654)
tensor(405.0269),tensor(285.9853),tensor(14.1453),tensor(20.9387)
tensor(200.8564),tensor(284.2755),tensor(13.5108),tensor(18.0298)
----- NEW FRAME -----
tensor(500.3008),tensor(329.9445),tensor(27.8809),tensor(45.6230)
tensor(405.2165),tensor(287.1947),tensor(14.7858),tensor(21.6541)
tensor(51.5059),tensor(326.1666),tensor(30.9055),tensor(40.0999)
tensor(192.0293),tensor(286.8566),tensor(13.2541),tensor(19.2035)
tensor(370.2484),tensor(275.4368),tensor(10.1859),tensor(15.2610)
----- NEW FRAME -----
tensor(17.6268),tensor(331.6744),tensor(35.2535),tensor(47.4589)
tensor(517.3325),tensor(337.7845),tensor(32.4829),tensor(50.6422)
tensor(406.8238),tensor(287.4940),tensor(14.4182),tensor(22.2925)
tensor(181.4371),tensor(286.8404),tensor(16.2183),tensor(20.9697)
tensor(225.1803),tensor(276.0883),tensor(10.1455),tensor(14.6891)
tensor(369.6483),tensor(275.1525),tensor(10.8193),tensor(15.5043)
----- NEW FRAME -----
tensor(553.2422),tensor(348.4515),tensor(38.3264),tensor(56.4913)
tensor(417.5267),tensor(287.9083),tensor(14.8031),tensor(23.9587)
tensor(179.4689),tensor(287.9264),tensor(14.8755),tensor(22.4758)
tensor(376.8466),tensor(274.8529),tensor(9.7744),tensor(16.2323)
tensor(3.6032),tensor(359.4885),tensor(7.2064),tensor(10.5374)
tensor(227.6588),tensor(275.4228),tensor(11.2360),tensor(16.7291)
----- NEW FRAME -----
tensor(610.4781),tensor(362.2272),tensor(46.5178),tensor(66.3409)
tensor(435.3143),tensor(288.3905),tensor(16.2966),tensor(25.7983)
tensor(181.6847),tensor(288.6539),tensor(17.7102),tensor(24.4678)
tensor(388.6857),tensor(273.2424),tensor(11.4550),tensor(16.3835)
tensor(234.0194),tensor(274.2489),tensor(10.6782),tensor(15.8725)
----- NEW FRAME -----
tensor(453.0140),tensor(289.9081),tensor(18.5636),tensor(27.8102)
tensor(181.4297),tensor(289.1989),tensor(17.9186),tensor(24.6246)
tensor(400.8595),tensor(272.8349),tensor(10.8386),tensor(16.5580)
----- NEW FRAME -----
tensor(475.4581),tensor(295.4147),tensor(20.4519),tensor(31.6496)
tensor(179.7780),tensor(293.8619),tensor(18.4564),tensor(26.9183)
tensor(243.7810),tensor(275.7296),tensor(12.5149),tensor(18.6909)
tensor(413.7206),tensor(275.6109),tensor(12.9281),tensor(18.6820)
----- NEW FRAME -----
tensor(503.0934),tensor(301.9441),tensor(22.2294),tensor(33.8647)
tensor(179.9247),tensor(298.6069),tensor(19.6083),tensor(29.0016)
tensor(250.7113),tensor(277.9904),tensor(11.7573),tensor(19.2621)
tensor(429.8306),tensor(278.3531),tensor(13.1431),tensor(19.7344)
----- NEW FRAME -----
tensor(536.4883),tensor(309.4524),tensor(24.7891),tensor(37.4272)
tensor(177.5668),tensor(305.3641),tensor(22.2518),tensor(33.7147)
tensor(257.9296),tensor(281.8934),tensor(11.3342),tensor(19.3923)
tensor(447.1149),tensor(282.4007),tensor(13.2660),tensor(20.6353)
----- NEW FRAME -----
tensor(574.6338),tensor(317.3997),tensor(29.2478),tensor(41.9477)
tensor(172.8865),tensor(311.6780),tensor(23.9469),tensor(38.0813)
tensor(465.7595),tensor(284.3319),tensor(13.7793),tensor(21.4166)
tensor(263.8462),tensor(282.8000),tensor(12.4980),tensor(20.3972)
tensor(431.8422),tensor(70.5188),tensor(19.5022),tensor(17.9454)
----- NEW FRAME -----
tensor(622.3595),tensor(326.8279),tensor(31.9702),tensor(45.7855)
tensor(166.7537),tensor(317.2869),tensor(26.8964),tensor(39.1772)
tensor(484.7543),tensor(287.0757),tensor(15.4960),tensor(23.0759)
tensor(450.4785),tensor(272.5115),tensor(11.0062),tensor(15.6339)
tensor(269.0636),tensor(284.7579),tensor(14.7253),tensor(19.7716)
----- NEW FRAME -----
tensor(498.0635),tensor(288.5974),tensor(14.2393),tensor(23.0919)
tensor(149.4189),tensor(326.5346),tensor(30.3351),tensor(44.0093)
tensor(268.8994),tensor(286.3532),tensor(14.8251),tensor(21.0146)
tensor(458.2790),tensor(273.7883),tensor(10.4424),tensor(14.5356)
tensor(308.3153),tensor(272.5489),tensor(9.4298),tensor(13.5640)
----- NEW FRAME -----
tensor(126.4629),tensor(338.0734),tensor(34.7661),tensor(51.3782)
tensor(267.4227),tensor(288.1688),tensor(14.3190),tensor(22.4490)
tensor(511.6147),tensor(290.2614),tensor(17.8617),tensor(26.2111)
tensor(466.4928),tensor(273.4809),tensor(11.3936),tensor(16.0659)
tensor(309.8692),tensor(272.7977),tensor(11.1324),tensor(14.2101)
----- NEW FRAME -----
tensor(264.3316),tensor(290.9072),tensor(15.6357),tensor(23.3647)
tensor(93.9289),tensor(353.8358),tensor(42.7403),tensor(63.7539)
tensor(526.9773),tensor(295.5484),tensor(18.2469),tensor(26.0746)
tensor(473.8321),tensor(276.3012),tensor(11.2244),tensor(17.2373)
----- NEW FRAME -----
tensor(48.7933),tensor(372.6226),tensor(57.0266),tensor(79.9574)
tensor(543.5605),tensor(299.8796),tensor(18.9854),tensor(28.9199)
tensor(261.5616),tensor(295.2690),tensor(18.2534),tensor(25.5300)
tensor(482.2104),tensor(278.2130),tensor(12.1957),tensor(17.4429)
----- NEW FRAME -----
tensor(256.6635),tensor(298.5548),tensor(17.6661),tensor(28.3544)
tensor(564.1078),tensor(304.5869),tensor(21.5688),tensor(32.8251)
tensor(490.5295),tensor(280.2546),tensor(12.3546),tensor(18.0486)
----- NEW FRAME -----
tensor(248.3847),tensor(304.4420),tensor(20.1348),tensor(29.8209)
tensor(583.8160),tensor(311.4011),tensor(23.1843),tensor(34.9562)
tensor(307.6384),tensor(278.0893),tensor(11.9871),tensor(18.8981)
----- NEW FRAME -----
tensor(222.8459),tensor(312.1301),tensor(23.1217),tensor(30.9310)
tensor(589.2865),tensor(318.7409),tensor(25.5823),tensor(37.7777)
tensor(489.8497),tensor(285.8815),tensor(12.8264),tensor(19.6139)
tensor(292.1451),tensor(282.4041),tensor(13.9487),tensor(18.2394)
tensor(458.8822),tensor(278.8327),tensor(10.4518),tensor(16.9157)
----- NEW FRAME -----
tensor(573.9919),tensor(325.5860),tensor(27.3779),tensor(39.2106)
tensor(170.8006),tensor(319.6058),tensor(27.6021),tensor(38.0789)
tensor(463.2360),tensor(288.3578),tensor(13.2829),tensor(21.2244)
----- NEW FRAME -----
tensor(113.4340),tensor(333.2307),tensor(31.3314),tensor(42.4901)
tensor(566.3324),tensor(334.0756),tensor(29.2092),tensor(42.9673)
tensor(441.8133),tensor(290.6273),tensor(14.3077),tensor(22.2709)
tensor(224.8776),tensor(288.3121),tensor(13.1832),tensor(20.6251)
tensor(408.9421),tensor(281.9940),tensor(9.8066),tensor(16.7921)
----- NEW FRAME -----
tensor(591.6381),tensor(347.2608),tensor(34.6680),tensor(49.5889)
tensor(70.8065),tensor(346.8138),tensor(35.4835),tensor(50.3146)
tensor(442.0210),tensor(295.0902),tensor(14.0242),tensor(23.2089)
tensor(210.3211),tensor(292.3879),tensor(14.0758),tensor(20.7687)
tensor(235.4161),tensor(281.4115),tensor(11.4882),tensor(14.4650)
tensor(405.4775),tensor(283.8739),tensor(10.5156),tensor(17.0385)
----- NEW FRAME -----
tensor(19.6950),tensor(364.1913),tensor(39.3899),tensor(61.7211)
tensor(622.9000),tensor(360.4380),tensor(34.2001),tensor(57.8203)
tensor(195.0267),tensor(295.2137),tensor(15.8498),tensor(22.8989)
tensor(225.1580),tensor(282.1561),tensor(10.9160),tensor(15.1179)
tensor(442.4953),tensor(296.5441),tensor(14.5901),tensor(25.0314)
tensor(402.8542),tensor(285.4458),tensor(11.5260),tensor(19.0883)
----- NEW FRAME -----
tensor(176.4341),tensor(295.1706),tensor(18.1073),tensor(24.5084)
tensor(443.2324),tensor(296.1592),tensor(17.0554),tensor(25.6147)
tensor(212.2059),tensor(280.2407),tensor(13.5349),tensor(16.8087)
tensor(399.7331),tensor(282.4135),tensor(10.9055),tensor(18.8815)
----- NEW FRAME -----
tensor(446.9164),tensor(294.9126),tensor(18.6188),tensor(27.7507)
tensor(159.4022),tensor(284.2967),tensor(19.1294),tensor(43.4186)
tensor(201.6324),tensor(275.9410),tensor(12.5532),tensor(17.7571)
tensor(398.9620),tensor(279.4095),tensor(12.4138),tensor(20.9757)
----- NEW FRAME -----
tensor(452.2822),tensor(294.6017),tensor(20.5114),tensor(31.9823)
tensor(139.8744),tensor(291.6458),tensor(21.2823),tensor(30.2912)
tensor(189.2041),tensor(273.9838),tensor(13.8666),tensor(18.1667)
