X-Position,Y-Position,Width,Height
tensor(17.6381),tensor(349.7245),tensor(35.2763),tensor(62.4152)
tensor(328.3180),tensor(294.6639),tensor(17.4510),tensor(26.9835)
tensor(7.7462),tensor(306.0439),tensor(15.4924),tensor(36.1036)
tensor(211.1460),tensor(280.2694),tensor(14.4182),tensor(21.3459)
----- NEW FRAME -----
tensor(586.7164),tensor(340.1703),tensor(35.3322),tensor(49.0690)
tensor(10.0427),tensor(313.2920),tensor(20.0854),tensor(39.3671)
tensor(360.9831),tensor(299.4750),tensor(19.9750),tensor(30.1644)
tensor(10.7357),tensor(371.0521),tensor(21.4714),tensor(76.3804)
tensor(7.0113),tensor(371.1088),tensor(13.9572),tensor(73.7247)
----- NEW FRAME -----
tensor(9.5694),tensor(319.3613),tensor(19.1389),tensor(43.1603)
tensor(395.3606),tensor(303.3007),tensor(22.2534),tensor(33.8723)
----- NEW FRAME -----
tensor(435.3944),tensor(310.8042),tensor(25.2654),tensor(38.7510)
tensor(6.5788),tensor(328.9677),tensor(13.1575),tensor(45.9360)
tensor(279.1489),tensor(286.5229),tensor(16.4956),tensor(23.6345)
tensor(194.8855),tensor(275.3797),tensor(12.6124),tensor(18.1581)
----- NEW FRAME -----
tensor(480.7160),tensor(320.6473),tensor(30.1726),tensor(45.5077)
tensor(299.0533),tensor(290.4344),tensor(17.0337),tensor(28.1872)
tensor(211.3070),tensor(278.6455),tensor(13.1215),tensor(20.2175)
----- NEW FRAME -----
tensor(542.2469),tensor(333.8643),tensor(36.7168),tensor(52.4100)
tensor(323.4379),tensor(295.2469),tensor(18.9020),tensor(29.7152)
tensor(230.4841),tensor(281.7203),tensor(14.3298),tensor(21.4030)
----- NEW FRAME -----
tensor(348.5610),tensor(303.3344),tensor(21.4457),tensor(33.5588)
tensor(617.1505),tensor(352.6153),tensor(43.1454),tensor(65.2085)
tensor(248.6541),tensor(287.0455),tensor(13.9556),tensor(22.4800)
----- NEW FRAME -----
tensor(376.0562),tensor(309.2426),tensor(22.5894),tensor(35.0784)
tensor(265.4922),tensor(288.9298),tensor(14.3820),tensor(24.7716)
----- NEW FRAME -----
tensor(411.1688),tensor(317.5524),tensor(25.6699),tensor(40.9008)
tensor(286.7300),tensor(292.6127),tensor(16.8201),tensor(26.8068)
tensor(5.1729),tensor(303.9025),tensor(10.3457),tensor(28.5603)
----- NEW FRAME -----
tensor(463.9616),tensor(328.4414),tensor(31.8550),tensor(45.0735)
tensor(12.3381),tensor(305.6974),tensor(24.6763),tensor(36.4396)
tensor(316.7534),tensor(295.5385),tensor(18.8237),tensor(28.8619)
tensor(48.3230),tensor(283.2035),tensor(14.9692),tensor(19.3239)
tensor(235.2157),tensor(278.9561),tensor(11.7797),tensor(17.9048)
----- NEW FRAME -----
tensor(540.6400),tensor(343.8531),tensor(38.9106),tensor(53.6782)
tensor(33.8188),tensor(309.7950),tensor(27.7885),tensor(35.5413)
tensor(357.1269),tensor(300.1478),tensor(19.6099),tensor(28.3623)
tensor(79.5302),tensor(283.7495),tensor(15.7577),tensor(19.5353)
tensor(268.6008),tensor(280.4482),tensor(12.1805),tensor(19.4110)
----- NEW FRAME -----
tensor(57.5366),tensor(314.9528),tensor(26.9668),tensor(37.3439)
tensor(402.9083),tensor(305.4877),tensor(20.8118),tensor(32.1265)
tensor(630.8276),tensor(363.6844),tensor(18.3448),tensor(56.8346)
tensor(111.5680),tensor(284.2963),tensor(16.7018),tensor(20.0785)
----- NEW FRAME -----
tensor(80.0351),tensor(321.9064),tensor(29.5949),tensor(40.1097)
tensor(459.2928),tensor(312.8546),tensor(24.6879),tensor(35.9568)
tensor(143.9220),tensor(286.8932),tensor(16.3540),tensor(21.3982)
----- NEW FRAME -----
tensor(98.3550),tensor(328.7933),tensor(30.4781),tensor(43.5315)
tensor(524.3000),tensor(323.1051),tensor(29.0500),tensor(41.0071)
tensor(173.9051),tensor(285.8674),tensor(15.9635),tensor(22.0057)
tensor(380.8046),tensor(286.2407),tensor(13.2776),tensor(22.2333)
tensor(174.3020),tensor(281.5759),tensor(16.7983),tensor(31.3672)
tensor(97.8006),tensor(335.9263),tensor(30.6797),tensor(29.0023)
----- NEW FRAME -----
tensor(108.8430),tensor(338.9370),tensor(35.4942),tensor(50.1432)
tensor(602.6628),tensor(335.8422),tensor(35.9235),tensor(49.6904)
tensor(418.9322),tensor(288.6143),tensor(13.3313),tensor(22.8179)
tensor(199.3469),tensor(287.7471),tensor(16.9456),tensor(22.9755)
----- NEW FRAME -----
tensor(117.7573),tensor(349.7119),tensor(40.3514),tensor(67.7780)
tensor(227.0465),tensor(288.1742),tensor(16.2638),tensor(24.1148)
tensor(464.4302),tensor(291.0354),tensor(15.0762),tensor(25.0228)
----- NEW FRAME -----
tensor(114.0707),tensor(374.8333),tensor(51.5474),tensor(84.7650)
tensor(250.3369),tensor(290.6176),tensor(17.4404),tensor(25.9907)
tensor(510.7358),tensor(296.0239),tensor(19.2639),tensor(25.9354)
----- NEW FRAME -----
tensor(543.0790),tensor(301.0500),tensor(20.1697),tensor(28.0070)
tensor(255.7674),tensor(296.3755),tensor(19.4182),tensor(27.2805)
tensor(60.8421),tensor(390.2910),tensor(28.8466),tensor(40.5971)
tensor(451.0869),tensor(278.5238),tensor(11.8464),tensor(18.4731)
tensor(289.4901),tensor(272.4479),tensor(16.4804),tensor(24.9058)
----- NEW FRAME -----
tensor(221.9336),tensor(302.1716),tensor(21.8165),tensor(30.1821)
tensor(537.7602),tensor(306.7754),tensor(20.8936),tensor(32.0627)
tensor(435.4220),tensor(279.6467),tensor(12.2289),tensor(18.7110)
tensor(402.9449),tensor(269.6638),tensor(10.2532),tensor(14.9523)
----- NEW FRAME -----
tensor(524.7394),tensor(312.2600),tensor(23.7341),tensor(37.3328)
tensor(172.7377),tensor(310.1545),tensor(23.5443),tensor(36.7675)
tensor(411.2220),tensor(282.9541),tensor(12.5339),tensor(20.3699)
tensor(378.1240),tensor(271.6903),tensor(10.6791),tensor(14.5051)
----- NEW FRAME -----
tensor(544.5941),tensor(321.1484),tensor(27.6172),tensor(40.0242)
tensor(143.1383),tensor(318.4414),tensor(28.7432),tensor(40.4527)
tensor(411.4574),tensor(284.8404),tensor(13.2930),tensor(22.1365)
tensor(375.6013),tensor(272.5531),tensor(8.5553),tensor(13.7268)
----- NEW FRAME -----
tensor(569.1925),tensor(331.3206),tensor(32.3623),tensor(46.9001)
tensor(103.4427),tensor(330.3094),tensor(34.2493),tensor(45.7386)
tensor(410.9737),tensor(286.4675),tensor(13.7440),tensor(22.5829)
tensor(371.0358),tensor(272.5389),tensor(10.3862),tensor(15.0787)
tensor(198.7140),tensor(282.0729),tensor(17.0848),tensor(29.4816)
----- NEW FRAME -----
tensor(603.1311),tensor(344.3402),tensor(37.3191),tensor(54.7614)
tensor(51.0132),tensor(343.4310),tensor(44.1377),tensor(57.4326)
tensor(411.3416),tensor(288.3439),tensor(14.9022),tensor(24.8253)
tensor(181.4182),tensor(287.8293),tensor(18.1226),tensor(25.4517)
----- NEW FRAME -----
tensor(159.1264),tensor(291.7095),tensor(18.1631),tensor(26.3414)
tensor(408.6614),tensor(291.8040),tensor(15.6920),tensor(26.4863)
tensor(631.6661),tensor(364.2851),tensor(16.6677),tensor(56.3501)
tensor(362.0905),tensor(274.6616),tensor(10.1866),tensor(16.2546)
tensor(632.2511),tensor(374.5038),tensor(15.4978),tensor(35.4594)
tensor(632.0125),tensor(383.5837),tensor(15.9751),tensor(18.0736)
----- NEW FRAME -----
tensor(151.9441),tensor(295.2869),tensor(20.1586),tensor(27.4370)
tensor(423.0212),tensor(295.3430),tensor(18.5363),tensor(25.7426)
tensor(370.1336),tensor(274.6992),tensor(10.9619),tensor(17.7690)
----- NEW FRAME -----
tensor(492.7980),tensor(300.6461),tensor(21.6688),tensor(30.2161)
tensor(196.4937),tensor(298.2588),tensor(20.8237),tensor(30.4941)
tensor(423.8571),tensor(278.0148),tensor(10.6671),tensor(16.3539)
----- NEW FRAME -----
tensor(520.5682),tensor(309.8572),tensor(22.2853),tensor(36.4196)
tensor(190.9229),tensor(305.9641),tensor(22.6924),tensor(33.4679)
tensor(437.8591),tensor(282.0546),tensor(11.6318),tensor(17.6066)
----- NEW FRAME -----
tensor(546.7134),tensor(317.8066),tensor(26.3427),tensor(36.8414)
tensor(173.7489),tensor(313.9887),tensor(24.8998),tensor(36.4626)
tensor(445.3067),tensor(285.0295),tensor(13.7110),tensor(19.7007)
----- NEW FRAME -----
tensor(151.8279),tensor(325.0137),tensor(30.1700),tensor(43.2979)
tensor(580.8127),tensor(325.6947),tensor(28.9448),tensor(42.2748)
tensor(228.9125),tensor(286.4982),tensor(15.5749),tensor(21.3391)
tensor(455.6271),tensor(286.7208),tensor(13.7759),tensor(21.2296)
----- NEW FRAME -----
tensor(122.0409),tensor(336.3470),tensor(35.7979),tensor(53.0778)
tensor(624.2305),tensor(337.8010),tensor(31.5391),tensor(49.9255)
tensor(467.5788),tensor(287.6671),tensor(14.7139),tensor(22.6104)
tensor(222.9057),tensor(287.1358),tensor(16.3554),tensor(22.1769)
----- NEW FRAME -----
tensor(78.0801),tensor(355.2331),tensor(45.3447),tensor(65.1077)
tensor(480.4754),tensor(289.2418),tensor(16.4014),tensor(24.5432)
tensor(213.9528),tensor(290.0965),tensor(17.7089),tensor(25.1403)
----- NEW FRAME -----
tensor(498.5739),tensor(293.4070),tensor(17.6637),tensor(26.6277)
tensor(19.3672),tensor(380.6328),tensor(38.7343),tensor(78.2516)
tensor(205.1772),tensor(292.8376),tensor(19.3036),tensor(28.4363)
----- NEW FRAME -----
tensor(191.5594),tensor(300.0371),tensor(20.4999),tensor(32.3468)
tensor(518.3558),tensor(300.1003),tensor(19.6108),tensor(28.2678)
tensor(228.3795),tensor(278.0142),tensor(13.4847),tensor(17.6447)
----- NEW FRAME -----
tensor(178.7934),tensor(308.9209),tensor(24.6895),tensor(34.6771)
tensor(543.7783),tensor(307.6504),tensor(22.0586),tensor(31.5131)
tensor(441.7715),tensor(283.0350),tensor(11.2050),tensor(17.2031)
tensor(141.7541),tensor(271.9333),tensor(10.9103),tensor(14.4146)
tensor(225.0486),tensor(280.9589),tensor(13.4683),tensor(20.2971)
tensor(200.2849),tensor(275.1657),tensor(10.2744),tensor(16.2262)
----- NEW FRAME -----
tensor(572.0835),tensor(317.5766),tensor(25.5154),tensor(36.0074)
tensor(157.2801),tensor(319.9163),tensor(27.9051),tensor(39.6866)
tensor(449.9435),tensor(286.6300),tensor(10.9213),tensor(17.2538)
tensor(132.9433),tensor(274.6566),tensor(10.5287),tensor(15.6452)
tensor(218.1451),tensor(284.5466),tensor(13.7311),tensor(21.8850)
----- NEW FRAME -----
tensor(606.8287),tensor(325.8255),tensor(28.6350),tensor(40.9785)
tensor(128.8592),tensor(330.5248),tensor(32.9389),tensor(46.0923)
tensor(459.2532),tensor(288.8671),tensor(12.2127),tensor(19.6481)
tensor(185.7319),tensor(279.2778),tensor(12.1271),tensor(16.6006)
tensor(210.9784),tensor(286.4339),tensor(14.7711),tensor(22.4937)
tensor(122.9561),tensor(275.4384),tensor(10.9673),tensor(15.7056)
----- NEW FRAME -----
tensor(87.2829),tensor(344.4414),tensor(40.4897),tensor(56.8997)
tensor(466.4946),tensor(289.5752),tensor(13.5464),tensor(21.1768)
tensor(634.8468),tensor(339.2471),tensor(10.3064),tensor(27.9869)
tensor(198.0994),tensor(288.3408),tensor(17.7417),tensor(24.1483)
tensor(173.2819),tensor(279.9505),tensor(12.5117),tensor(17.7181)
tensor(107.7329),tensor(277.1890),tensor(9.8587),tensor(14.9427)
----- NEW FRAME -----
tensor(28.1634),tensor(363.7299),tensor(54.9051),tensor(79.0698)
tensor(476.0498),tensor(291.1808),tensor(13.9506),tensor(26.0926)
tensor(185.4326),tensor(289.3914),tensor(16.3259),tensor(27.5803)
tensor(162.3548),tensor(278.8795),tensor(12.8185),tensor(19.7382)
----- NEW FRAME -----
tensor(484.1780),tensor(293.6338),tensor(15.6337),tensor(26.3422)
tensor(167.8666),tensor(293.5173),tensor(19.0190),tensor(26.3436)
tensor(146.1951),tensor(281.4196),tensor(13.6294),tensor(20.1498)
tensor(403.5486),tensor(279.1070),tensor(12.9077),tensor(20.8788)
----- NEW FRAME -----
tensor(498.9581),tensor(299.1972),tensor(17.9830),tensor(30.3145)
tensor(151.1026),tensor(298.4939),tensor(20.2173),tensor(30.5887)
tensor(131.9621),tensor(285.3295),tensor(16.0382),tensor(23.2432)
----- NEW FRAME -----
tensor(517.7652),tensor(307.9495),tensor(20.6636),tensor(32.9853)
tensor(133.2586),tensor(307.1719),tensor(22.4221),tensor(33.6119)
tensor(116.2453),tensor(289.9375),tensor(17.9835),tensor(26.3954)
----- NEW FRAME -----
tensor(541.3135),tensor(317.1053),tensor(23.2662),tensor(37.7108)
tensor(112.4021),tensor(317.3612),tensor(25.6933),tensor(39.6415)
tensor(101.9900),tensor(296.3749),tensor(19.1946),tensor(24.8239)
tensor(25.8045),tensor(288.0908),tensor(13.6742),tensor(23.4631)
tensor(420.7549),tensor(291.1933),tensor(18.9675),tensor(31.9385)
----- NEW FRAME -----
tensor(575.5757),tensor(326.6968),tensor(25.9978),tensor(39.2307)
tensor(90.8271),tensor(318.2384),tensor(29.6446),tensor(57.8828)
tensor(10.1755),tensor(290.1832),tensor(17.0538),tensor(21.8990)
tensor(435.3881),tensor(299.4357),tensor(17.6169),tensor(24.5634)
tensor(89.3973),tensor(300.4774),tensor(19.7625),tensor(23.0345)
tensor(90.6317),tensor(326.3512),tensor(28.4830),tensor(39.5846)
tensor(172.9781),tensor(279.1381),tensor(11.7630),tensor(15.8757)
tensor(83.6035),tensor(277.6597),tensor(13.1154),tensor(15.4906)
----- NEW FRAME -----
tensor(76.8427),tensor(336.3630),tensor(34.0164),tensor(45.5341)
tensor(629.0386),tensor(337.6356),tensor(21.9229),tensor(45.2717)
tensor(462.6462),tensor(304.3745),tensor(19.1080),tensor(26.7615)
tensor(85.2614),tensor(304.7696),tensor(21.4330),tensor(27.3771)
tensor(7.8413),tensor(293.8135),tensor(15.6827),tensor(23.1913)
tensor(274.1304),tensor(284.1501),tensor(11.7383),tensor(16.5565)
tensor(360.8889),tensor(289.3141),tensor(12.9637),tensor(20.1983)
tensor(89.8001),tensor(278.4780),tensor(11.8188),tensor(14.1012)
tensor(181.0588),tensor(280.5732),tensor(11.1005),tensor(15.3213)
----- NEW FRAME -----
tensor(45.7265),tensor(344.0494),tensor(42.2904),tensor(58.1598)
tensor(71.7961),tensor(304.2134),tensor(23.4462),tensor(34.5978)
tensor(487.9859),tensor(305.6994),tensor(20.3101),tensor(32.8341)
tensor(89.0654),tensor(272.1548),tensor(10.4723),tensor(16.4778)
----- NEW FRAME -----
tensor(512.5574),tensor(307.5831),tensor(23.5776),tensor(33.9872)
tensor(45.4129),tensor(305.7997),tensor(27.3447),tensor(36.8634)
tensor(80.6979),tensor(270.8907),tensor(11.5203),tensor(16.1105)
tensor(179.4550),tensor(273.2852),tensor(12.0804),tensor(15.5338)
tensor(380.0910),tensor(286.3024),tensor(16.4884),tensor(24.1710)
tensor(281.9378),tensor(278.8755),tensor(11.9121),tensor(19.9851)
----- NEW FRAME -----
tensor(543.6932),tensor(315.0941),tensor(27.8718),tensor(38.7867)
tensor(12.4267),tensor(312.9012),tensor(24.8535),tensor(41.7479)
tensor(281.7196),tensor(279.7613),tensor(13.6058),tensor(21.6019)
tensor(68.8385),tensor(271.1570),tensor(12.9495),tensor(16.2773)
tensor(388.4869),tensor(288.8299),tensor(16.6904),tensor(24.7131)
tensor(173.7832),tensor(274.3563),tensor(13.1928),tensor(18.3361)
----- NEW FRAME -----
tensor(583.1488),tensor(326.9349),tensor(33.4860),tensor(46.4963)
tensor(165.0728),tensor(277.6686),tensor(13.9940),tensor(19.0840)
tensor(281.1118),tensor(283.8422),tensor(15.1907),tensor(23.0205)
tensor(397.6042),tensor(295.4305),tensor(18.4182),tensor(24.7582)
tensor(55.8353),tensor(275.2598),tensor(13.6936),tensor(17.7767)
----- NEW FRAME -----
tensor(169.4268),tensor(281.9191),tensor(14.8886),tensor(21.2029)
tensor(54.7947),tensor(278.1511),tensor(13.4488),tensor(18.9194)
tensor(291.8202),tensor(288.6667),tensor(16.2195),tensor(25.5836)
tensor(423.4966),tensor(302.2276),tensor(18.8082),tensor(28.8096)
----- NEW FRAME -----
tensor(459.4648),tensor(309.4519),tensor(25.7032),tensor(43.0921)
tensor(54.5986),tensor(282.9658),tensor(16.6484),tensor(20.4330)
tensor(306.8297),tensor(296.2949),tensor(17.2614),tensor(25.1628)
tensor(174.2671),tensor(287.3187),tensor(16.7429),tensor(22.7798)
----- NEW FRAME -----
tensor(509.9503),tensor(317.9680),tensor(30.6879),tensor(57.3628)
tensor(327.3866),tensor(301.4451),tensor(19.6544),tensor(29.4471)
tensor(184.2049),tensor(290.6858),tensor(16.7260),tensor(24.5583)
tensor(59.6274),tensor(285.3900),tensor(15.6211),tensor(22.3339)
----- NEW FRAME -----
tensor(591.4928),tensor(333.9072),tensor(36.2152),tensor(65.6414)
tensor(363.2303),tensor(307.0893),tensor(23.3807),tensor(36.0899)
tensor(74.0360),tensor(287.8311),tensor(15.6045),tensor(23.8463)
tensor(204.8784),tensor(294.3289),tensor(18.5952),tensor(27.6403)
----- NEW FRAME -----
tensor(406.4935),tensor(317.5169),tensor(25.0111),tensor(41.0712)
tensor(88.9522),tensor(289.2705),tensor(17.4097),tensor(26.1437)
tensor(227.5451),tensor(298.6023),tensor(19.3753),tensor(29.6000)
----- NEW FRAME -----
tensor(464.3994),tensor(332.4446),tensor(34.1135),tensor(45.7389)
tensor(104.2233),tensor(294.1817),tensor(19.2552),tensor(27.1444)
tensor(251.7947),tensor(305.9167),tensor(22.3574),tensor(33.1909)
----- NEW FRAME -----
tensor(278.0047),tensor(312.8118),tensor(24.9644),tensor(38.5510)
tensor(119.3122),tensor(298.8734),tensor(19.1742),tensor(29.7264)
tensor(545.4734),tensor(350.8127),tensor(44.8381),tensor(62.7081)
tensor(466.5417),tensor(235.0641),tensor(28.0141),tensor(44.8622)
----- NEW FRAME -----
tensor(307.2009),tensor(325.1650),tensor(27.3777),tensor(43.9752)
tensor(131.3365),tensor(305.3043),tensor(22.9443),tensor(34.0317)
----- NEW FRAME -----
tensor(342.5505),tensor(343.3736),tensor(34.1195),tensor(54.0948)
tensor(140.9866),tensor(313.1584),tensor(24.1950),tensor(36.6957)
----- NEW FRAME -----
tensor(154.7896),tensor(324.6073),tensor(27.6130),tensor(43.7429)
tensor(396.4330),tensor(355.1242),tensor(27.5480),tensor(34.8188)
----- NEW FRAME -----
tensor(181.0065),tensor(339.4972),tensor(32.1124),tensor(49.9431)
----- NEW FRAME -----
tensor(11.8053),tensor(311.1882),tensor(23.6107),tensor(36.0336)
tensor(234.3835),tensor(349.1973),tensor(28.0545),tensor(42.4846)
----- NEW FRAME -----
tensor(87.0335),tensor(314.6403),tensor(26.5703),tensor(36.7272)
tensor(15.7072),tensor(281.3458),tensor(15.8052),tensor(22.0573)
----- NEW FRAME -----
tensor(170.0012),tensor(321.1773),tensor(29.2340),tensor(42.3319)
tensor(103.3445),tensor(281.3975),tensor(17.8220),tensor(21.8001)
----- NEW FRAME -----
tensor(258.7378),tensor(333.0933),tensor(32.5484),tensor(45.3585)
tensor(186.7112),tensor(284.8250),tensor(17.9358),tensor(22.2195)
----- NEW FRAME -----
tensor(364.4999),tensor(345.1600),tensor(32.6887),tensor(48.9580)
tensor(270.7395),tensor(285.3037),tensor(18.0984),tensor(22.8962)
----- NEW FRAME -----
tensor(37.8384),tensor(299.7142),tensor(24.9366),tensor(26.8728)
tensor(529.8522),tensor(387.5266),tensor(45.6293),tensor(81.5139)
tensor(358.0183),tensor(288.6310),tensor(20.0159),tensor(23.7771)
tensor(533.2776),tensor(396.2905),tensor(47.6802),tensor(68.5774)
tensor(524.7983),tensor(395.4785),tensor(32.9826),tensor(66.0798)
----- NEW FRAME -----
tensor(123.9616),tensor(299.3078),tensor(25.1407),tensor(30.0673)
tensor(459.9075),tensor(294.3769),tensor(25.0376),tensor(26.7567)
----- NEW FRAME -----
tensor(205.0483),tensor(303.3649),tensor(23.3935),tensor(32.2209)
tensor(585.9504),tensor(305.1232),tensor(26.4238),tensor(33.2236)
tensor(478.4406),tensor(286.6976),tensor(15.9166),tensor(21.7451)
tensor(288.4955),tensor(280.4555),tensor(13.8073),tensor(17.3643)
----- NEW FRAME -----
tensor(206.3231),tensor(309.5433),tensor(25.9236),tensor(37.5674)
tensor(509.3438),tensor(289.4673),tensor(15.9115),tensor(21.6339)
tensor(480.6245),tensor(275.9266),tensor(10.2183),tensor(14.5815)
tensor(301.0422),tensor(281.1612),tensor(14.7816),tensor(18.8096)
tensor(634.5618),tensor(316.0116),tensor(10.8763),tensor(29.4342)
tensor(337.2238),tensor(270.8546),tensor(8.7876),tensor(13.9639)
----- NEW FRAME -----
tensor(619.9813),tensor(322.3285),tensor(26.9044),tensor(41.4722)
tensor(124.3130),tensor(323.3774),tensor(32.3634),tensor(42.9862)
tensor(472.9771),tensor(292.6438),tensor(14.2413),tensor(21.9120)
tensor(253.4671),tensor(285.8776),tensor(17.2189),tensor(20.6353)
tensor(454.3386),tensor(401.4432),tensor(12.1848),tensor(14.9915)
tensor(294.8849),tensor(274.4936),tensor(10.7820),tensor(14.6239)
----- NEW FRAME -----
tensor(52.7227),tensor(340.9788),tensor(42.3606),tensor(53.2945)
tensor(464.6365),tensor(296.1428),tensor(16.3668),tensor(24.2063)
tensor(226.3601),tensor(289.4693),tensor(15.4048),tensor(21.2490)
tensor(632.1172),tensor(332.0756),tensor(15.7655),tensor(43.9230)
tensor(427.2678),tensor(280.0057),tensor(11.1774),tensor(15.7637)
tensor(273.6450),tensor(275.8602),tensor(10.6071),tensor(15.1333)
----- NEW FRAME -----
tensor(465.3035),tensor(301.6093),tensor(16.9564),tensor(27.4666)
tensor(202.6591),tensor(295.6115),tensor(16.9808),tensor(23.5714)
tensor(258.7755),tensor(278.2644),tensor(10.4636),tensor(14.1883)
tensor(421.7697),tensor(282.2722),tensor(12.0828),tensor(16.5046)
----- NEW FRAME -----
tensor(467.2213),tensor(308.0078),tensor(19.0933),tensor(31.4762)
tensor(174.6929),tensor(303.0256),tensor(19.5536),tensor(26.9821)
tensor(415.8255),tensor(285.5618),tensor(11.3843),tensor(18.3619)
tensor(242.6743),tensor(282.5339),tensor(11.0897),tensor(15.8115)
tensor(455.0024),tensor(401.8299),tensor(10.8457),tensor(13.5701)
----- NEW FRAME -----
tensor(141.1727),tensor(310.6780),tensor(22.7679),tensor(30.3730)
tensor(470.6293),tensor(315.1141),tensor(21.0065),tensor(31.2859)
tensor(409.7359),tensor(287.4030),tensor(11.7051),tensor(18.6390)
tensor(225.0126),tensor(284.7831),tensor(12.5151),tensor(16.9688)
tensor(370.9964),tensor(122.7191),tensor(14.0858),tensor(14.9332)
----- NEW FRAME -----
tensor(478.8784),tensor(319.7828),tensor(25.0374),tensor(37.5729)
tensor(404.0392),tensor(286.6775),tensor(13.1724),tensor(19.7648)
tensor(99.6125),tensor(314.3238),tensor(26.1721),tensor(37.3807)
tensor(205.2596),tensor(284.4829),tensor(13.8171),tensor(18.9534)
----- NEW FRAME -----
tensor(55.7254),tensor(319.7818),tensor(30.7017),tensor(40.3657)
tensor(498.0779),tensor(327.2654),tensor(27.8512),tensor(43.5497)
tensor(405.7637),tensor(286.2225),tensor(14.4913),tensor(20.7655)
tensor(190.4634),tensor(282.6436),tensor(14.3982),tensor(20.4276)
----- NEW FRAME -----
tensor(525.5744),tensor(343.5225),tensor(36.1976),tensor(54.6973)
tensor(407.8434),tensor(287.7617),tensor(15.4044),tensor(23.5837)
tensor(172.9161),tensor(283.3126),tensor(15.9267),tensor(22.1963)
tensor(7.8266),tensor(329.9604),tensor(15.6532),tensor(52.7172)
tensor(7.5539),tensor(342.7523),tensor(15.1077),tensor(26.8772)
tensor(372.1289),tensor(271.8112),tensor(11.1485),tensor(18.5730)
----- NEW FRAME -----
tensor(410.7445),tensor(291.1018),tensor(15.8870),tensor(26.7356)
tensor(570.3303),tensor(367.7965),tensor(44.9045),tensor(69.2459)
tensor(153.2768),tensor(287.3826),tensor(15.7325),tensor(23.2718)
tensor(371.1814),tensor(273.0186),tensor(10.6147),tensor(16.6787)
----- NEW FRAME -----
tensor(413.8348),tensor(297.6254),tensor(19.4174),tensor(27.9631)
tensor(126.9733),tensor(292.4552),tensor(18.0848),tensor(25.4050)
tensor(630.1936),tensor(394.8627),tensor(19.6127),tensor(58.6586)
tensor(368.9010),tensor(275.3889),tensor(10.3293),tensor(17.7880)
----- NEW FRAME -----
tensor(414.4589),tensor(303.7247),tensor(20.3018),tensor(33.2813)
tensor(92.3829),tensor(298.3597),tensor(21.2890),tensor(29.8645)
tensor(363.1356),tensor(277.5534),tensor(11.6003),tensor(19.4573)
tensor(341.9924),tensor(99.6011),tensor(16.3245),tensor(18.6200)
----- NEW FRAME -----
tensor(42.5835),tensor(310.9938),tensor(27.1117),tensor(37.4601)
tensor(414.4077),tensor(312.5240),tensor(22.2102),tensor(35.3162)
tensor(634.4219),tensor(82.5498),tensor(11.1562),tensor(20.6776)
tensor(355.1436),tensor(281.1117),tensor(12.5702),tensor(19.9628)
tensor(332.3063),tensor(100.9216),tensor(17.0173),tensor(15.7435)
----- NEW FRAME -----
tensor(411.1783),tensor(322.4217),tensor(26.1880),tensor(41.7808)
tensor(622.2903),tensor(80.2383),tensor(14.8018),tensor(21.4019)
tensor(342.2753),tensor(283.6685),tensor(13.4744),tensor(20.9077)
tensor(128.4816),tensor(285.1268),tensor(14.2327),tensor(18.4950)
tensor(317.8144),tensor(97.5559),tensor(17.2942),tensor(16.4917)
----- NEW FRAME -----
tensor(408.5476),tensor(333.0939),tensor(29.8660),tensor(47.3416)
tensor(329.1530),tensor(286.2274),tensor(14.3989),tensor(23.9451)
tensor(612.0349),tensor(78.0089),tensor(14.2847),tensor(21.1901)
tensor(92.8428),tensor(287.2839),tensor(17.4860),tensor(21.9465)
tensor(304.6537),tensor(89.7530),tensor(16.8620),tensor(23.4122)
----- NEW FRAME -----
tensor(414.0291),tensor(345.9849),tensor(33.6293),tensor(52.5983)
tensor(318.7499),tensor(285.5008),tensor(16.0723),tensor(24.4708)
tensor(55.1521),tensor(287.5756),tensor(19.3407),tensor(23.2630)
tensor(126.8980),tensor(271.9518),tensor(11.0617),tensor(15.2564)
tensor(606.8800),tensor(71.6074),tensor(13.5779),tensor(22.2693)
tensor(289.4781),tensor(271.0951),tensor(11.5298),tensor(16.1406)
----- NEW FRAME -----
tensor(312.0338),tensor(289.5347),tensor(17.4875),tensor(27.4178)
tensor(17.4011),tensor(292.6602),tensor(20.8709),tensor(26.9873)
tensor(432.6092),tensor(358.1936),tensor(22.4880),tensor(31.7587)
tensor(107.6426),tensor(274.8594),tensor(12.1605),tensor(16.9851)
tensor(606.6850),tensor(67.8511),tensor(14.9723),tensor(22.0047)
tensor(281.6902),tensor(272.8941),tensor(11.5481),tensor(17.1042)
----- NEW FRAME -----
tensor(305.7724),tensor(296.2831),tensor(19.4320),tensor(31.1412)
tensor(605.9843),tensor(67.3885),tensor(16.2533),tensor(22.6983)
tensor(85.4469),tensor(277.4479),tensor(13.5974),tensor(18.7344)
tensor(273.6895),tensor(276.7097),tensor(12.3115),tensor(17.8342)
----- NEW FRAME -----
tensor(359.0337),tensor(305.6573),tensor(23.2689),tensor(33.2000)
tensor(6.6199),tensor(305.4373),tensor(13.2397),tensor(35.8102)
----- NEW FRAME -----
tensor(73.4225),tensor(311.3609),tensor(26.5307),tensor(37.9473)
tensor(468.2618),tensor(316.7895),tensor(27.6233),tensor(43.6803)
